dtin,src,district,county,hwy,brm,bdp,erm,edp,lane,csj,pjdesc,workid,wrk,funcode,descr,layer,itm,lin,layerno,mthk,activity,letdate,compdate,qty,unt,cost,spec_yr,rehab
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,315,8,,,201007,20110303,,,8368.75,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,"FL BS (CMP IN PLC)(TY A OR B GR4)(12')",Flexible base Gr 4,247,335,6,12,,201007,20110303,,,13187.09,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,PRIME COAT (MC-30),Prime coat,310,340,9,,,201007,20110303,,,1703.45,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,345,10,,,201007,20110303,,,5972.2,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,FOG SEAL (CSS-1H),Fog seal,315,350,3,,,201007,20110303,,,6112.8,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,ASPH (CRS-2) | AGGR(TY-B GR-4 SAC-B),Seal coat grade 4,316,355,4,,,201007,20110303,,,180432,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,D-GR HMA(QCQA) TY-D SAC-B PG70-28,Dense-graded TY-D,341,365,2,1.5,,201007,20110303,,,1005609.21,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(12')",Flexible base,351,370,7,12,,201007,20110303,,,233478.72,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,"PLANE ASPH CONC PAV(0' TO 1')",Milling,354,375,5,1,,201007,20110303,,,5579,2004,
20160727,SM,4,179,US0083,10,0,16,1.144,ML NS,003001029,REHAB EXISTING RDWY,,OV,,"CONC PVMT (CONT REINF-CRCP)(HES)(10')",Concrete pavement,360,380,1,10,,201007,20110303,,,17160,2004,
20160727,SM,4,179,US0083,18,1.515,26,1.276,ML NS,003002041,REHAB EXISTING RDWY,,OV,,ASPH (AC-10) | AGGR (TY-B GR-5 SAC-B MOD),Seal coat grade 5,316,55,2,,,200904,20090808,,,93683,2004,
20160727,SM,4,179,US0083,18,1.515,26,1.276,ML NS,003002041,REHAB EXISTING RDWY,,OV,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG64-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,341,65,1,1.5,,200904,20090808,,,1105333,2004,
20160727,SM,4,179,US0083,18,1.515,26,1.276,ML NS,003002041,REHAB EXISTING RDWY,,OV,,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(10')",Flexible base,351,70,4,10,,200904,20090808,,,18000,2004,
20160727,SM,4,179,US0083,18,1.515,26,1.276,ML NS,003002041,REHAB EXISTING RDWY,,OV,,"PLANE ASPH CONC PAV(0' TO 2') | PLANE ASPH CONC PAV (3')",Milling,354,75,3,3,,200904,20090808,12323,SY,2.25,2004,
20160727,SM,4,179,US0083,16,1.033,18,1.853,ML NS,003002043,SEAL COAT,,SC,,ASPH (TIER II) | ASPH (TIER II)ALT 1X | AGGR (TIER III) | AGGR (TIER II)ALT 1X | AGGR (TIER II) | ASPH (TIER I) | ASPH (TIER III) | AGGR (TIER I),Seal coat,3235,255,1,,,201210,20141111,,,9714613.22,2004,PM
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,70,7,,,201010,20150101,,,146226,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY D),Fill,132,75,6,,,201010,20150101,,,107356.5,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR 4)(5') | FL BS (CMP INPLC)(TY A OR B GR4)(3') | FL BS (CMP IN PLC)(TY A OR B GR 4)(4')",Flexible base,247,115,4,5,,201010,20150101,299432,SY,2.95,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,"REWORK BASE MTL (TY C) (0'-14') | REWORK BS MTL(TY B) (5'-17')(DENS CONT) | REWORK BS MTL(TY B) (0'-17')(DENS CONT)",Flexible base,251,130,5,5,,201010,20150101,335622.4,SY,2.75,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,155,8,,,201010,20150101,,,37878.75,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,AGGR(TY-B GR-4 SAC-B) | AGGR(TY-B GR-5 SAC-B) | ASPH (CRS-1P) | ASPH (AC-10),Seal coat 2 CR,316,160,3,,,201010,20150101,,,502121,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,D-GR HMA(METH) TY-F SAC-A PG64-22,Dense-graded TY-F,340,182,1,2.5,,201010,20150101,,,243970.4544,2004,HR
20160727,SM,4,179,US0083,26,1.427,34,0.287,ML NS,003003023,REHABILITATE EXISTING ROADWAY,,RER,,D-GR HMA(QCQA) TY-F SAC-B PG64-22 | PRODUCTION BONUS/PENALTY,Dense-graded TY-F,341,180,2,1,,201010,20150101,,,481051.108,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,SUBGRADE WIDENING (DENS CONT),Subgrade,112,75,7,,,201106,20140606,,,243755,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY D),Fill,132,80,6,,,201106,20140606,,,219642.5,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR 4)(4') | FL BS (CMP IN PLC)(TY A OR B GR 4)(5') | FL BS (CMP INPLC)(TY A OR B GR4)(3') | FL BS (CMP IN PLC)(TY A OR B GR 4)(6')",Flexible base,247,120,4,6,,201106,20140606,550654,SY,3.625,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,"REWORK BS MTL(TY C)(0'-19')(STKPL) | REWORK BS MTL(TY C)(2')(DENS CONT) | REWORK BS MTL (TY B)(0'-15')(DENS CONT) | REWORK BS MTL(TY B) (0'-17')(DENS CONT) | REWORK BS MTL(TY C)(0'-14')(STKPL) | REWORK BS MTL(TY B) (5'-17')(DENS CONT) | REWORK BS MTL(TY C)(0'-12')(STKPL)",Flexible base,251,139,5,5,,201106,20140606,581947,SY,4.29,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,180,8,,,201106,20140606,,,82443.4,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,185,9,,,201106,20140606,,,12267,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,AGGR(TY-B GR-4 SAC-B) | AGGR(TY-B GR-5 SAC-B) | ASPH (CRS-1P) | ASPH (AC-10),Seal coat 2 CR,316,190,3,,,201106,20140606,,,806221.05,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,D-GR HMA(METH) TY-F SAC-A PG64-22,Dense-graded TY-F,340,207,1,,,201106,20140606,,,97086.9696,2004,HR
20160727,SM,4,179,US0083,32,1.834,44,1.218,ML NS,003003025,REHABILITATE EXISTING ROADWAY,,RER,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-F SAC-B PG64-22,Dense-graded TY-F,3224,500,2,,,201106,20140606,,,821100,2004,HR
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,"REMOVING STAB BASE AND ASPH PAV (2')",Milling,105,65,3,2,,200712,20100505,,,41908.3,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,EMBANKMENT (FINAL)(DENS CONT)(TY D),Fill,132,75,7,,,200712,20100505,,,66805.2,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,"FL BS (CMP IN PLC)(TY A OR B GR 4)(8')",Flexible base Gr 4,247,105,5,8,,200712,20100505,,,68987,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,"REWORK BS MTL (TY C) (6') (ORD COMP)",Flexible base,251,110,6,6,,200712,20100505,,,17999.4,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,PRIME COAT (MC-30),Prime coat,310,125,8,,,200712,20100505,,,3181.6,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-22 | D-GR HMA(QCQA) TY-F PG64-22 | PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-C SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded HMA,341,130,2,2,,200712,20100505,,,380172.65,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV (1' TO 3') | PLAN ASPH CONC PAV (1' TO 2 1/2')",Milling,354,147,4,3,,200712,20100505,22013,SY,2.5,2004,
20160727,SM,4,107,US0060,428,1.339,430,0.721,ML EW,003005059,REHABILITATE EXISTING ROADWAY,,RER,,"CONC PVMT (CONT REINF-CRCP)(10')",Concrete pavement,360,155,1,10,,200712,20100505,,,651662.4,2004,
20160727,SM,4,107,US0083,50,0,56,0.276,ML NS,003005062,REHAB EXISTING RDWY,,RER,,EMULS ASPH (EROSN CONT)(MS-2 OR SS-1),Prime coat,314,75,5,,,201209,20140606,,,8527.2,2004,HR
20160727,SM,4,107,US0083,50,0,56,0.276,ML NS,003005062,REHAB EXISTING RDWY,,RER,,FOG SEAL (CSS-1H),Fog seal,315,80,2,,,201209,20140606,,,19352,2004,HR
20160727,SM,4,107,US0083,50,0,56,0.276,ML NS,003005062,REHAB EXISTING RDWY,,RER,,ASPH (CRS-2) | AGGR(TY-B GR-4 SAC-B),Seal coat grade 4,316,85,3,,,201209,20140606,,,252919.75,2004,HR
20160727,SM,4,107,US0083,50,0,56,0.276,ML NS,003005062,REHAB EXISTING RDWY,,RER,,"PLANE ASPH CONC PAV (0' TO 3 1/2')",Milling,354,95,4,3.5,,201209,20140606,,,65611.2,2004,HR
20160727,SM,4,107,US0083,50,0,56,0.276,ML NS,003005062,REHAB EXISTING RDWY,,RER,,PRODUCTION BONUS/PENALTY | D-GR HMA(QCQA) TY-D SAC-B PG70-28 | PLACEMENT BONUS/PENALTY,Dense-graded TY-D,3224,285,1,1.5,,201209,20140606,,,1549861.41,2004,HR
20160727,SM,4,107,US0083,60,12.28,80,0.132,ML NS,003006053,SEAL COAT,,SC,,AGGR(TY-PB GR-4S SAC-B) | ASPH (AC-10XP) | AGGR(TY-PB GR-4 SAC-B) | AGGR(TY-B GR-4 SAC-B) | ASPH (CRS-2) | ASPH (AC-10),Seal coat grade 4,316,225,1,,,200910,20101010,,,7274875.86,2004,
20160727,SM,4,107,US0083,60,12.423,80,0.13,ML NS,003006054,REHAB EXISTING ROADWAY,,RER,,EMULS ASPH (EROSN CONT)(SS-1),Prime coat,314,80,4,,,201312,20141010,,,10209.8,2004,LR
20160727,SM,4,107,US0083,60,12.423,80,0.13,ML NS,003006054,REHAB EXISTING ROADWAY,,RER,,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(8')",Flexible base,351,81,3,8,,201312,20141010,,,84988.2,2004,LR
20160727,SM,4,107,US0083,60,12.423,80,0.13,ML NS,003006054,REHAB EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV(0' TO 2')",Milling,354,85,2,2,,201312,20141010,,,21227.46,2004,LR
20160727,SM,4,107,US0083,60,12.423,80,0.13,ML NS,003006054,REHAB EXISTING ROADWAY,,RER,,PLACEMENT BONUS/PENALTY | PRODUCTION BONUS/PENALTY | SUPERPAVE MIXTURES SP-C SAC-A PG70-28,Superpave SP-C,3270,175,1,2,,201312,20141010,,,2934978.02,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,"CEMENT TREAT (EXIST MATL)(12') | CEMENT",Cement treated base,275,80,5,12,,201212,20141010,,,359284.2,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,PRIME COAT (CSS-1H),Prime coat,310,90,6,,,201212,20141010,,,32306,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,EMULS ASPH (EROSN CONT)(SS-1),Prime coat,314,95,7,,,201212,20141010,,,5770.8,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,ASPH(AC-10 OR CRS-2P) | AGGR (TY A OR B GR-5 SAC-B),Seal coat grade 5,316,100,3,,,201212,20141010,,,105622,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV(0' TO 2')",Milling,354,110,4,2,,201212,20141010,,,66467.25,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,D-GR HMA(QCQA) TY-D PG70-28 | PRODUCTION BONUS/PENALTY,Dense-graded TY-D,3224,180,1,2,,201212,20141010,,,796279.88,2004,LR
20160727,SM,4,107,US0083,80,1.792,84,1.493,ML NS,003007017,REHAB EXISTING ROADWAY,,RER,,D-GR HMA(SQ) TY-D SAC-B PG76-28,Dense-graded TY-D,3267,227,2,,,201212,20141010,,,319348.96,2004,LR
20160727,SM,4,107,US0083,80,0.13,80,1.792,ML NS,003007018,REHAB EXISTING ROADWAY,,RER,,EMULS ASPH (EROSN CONT)(SS-1),Prime coat,314,435,3,,,201312,20141010,,,2311.05,2004,LR
20160727,SM,4,107,US0083,80,0.13,80,1.792,ML NS,003007018,REHAB EXISTING ROADWAY,,RER,,"PLANE ASPH CONC PAV(0' TO 2')",Milling,354,440,2,2,,201312,20141010,,,4880.22,2004,LR
20160727,SM,4,107,US0083,80,0.13,80,1.792,ML NS,003007018,REHAB EXISTING ROADWAY,,RER,,PRODUCTION BONUS/PENALTY | SUPERPAVE MIXTURES SP-C SAC-A PG70-28 | PLACEMENT BONUS/PENALTY,Superpave SP-C,3270,480,1,2,,201312,20141010,,,519499.3,2004,LR
20160727,SM,4,56,US0087,18,0,26,0.765,ML NS,004001046,SEAL COAT,,SC,,ASPH (TIER II) | AGGR (TIER III)ALT 1X | ASPH (TIER III)ALT 1X | AGGR (TIER III) | ASPH (TIER II)ALT 3X | ASPH (TIER III)ALT 2X | AGGR (TIER III)ALT 4X | AGGR (TIER II)ALT 3X | ASPH (TIER III)ALT 4X | AGGR (TIER III)ALT 2X | AGGR (TIER II) | ASPH (TIER I) | ASPH (TIER III) | AGGR (TIER I),Seal coat,3278,295,1,,,201310,20141212,,,9155142.333,2004,PM
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,"REWORK BS MTL (TY A) (8') (ORD COMP)",Flexible base,251,55,5,8,,200807,20081010,,,116668.6,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,EMULS ASPH (PRIME)(AE-P),Prime coat,314,60,7,,,200807,20081010,,,21365.26,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,AGGR(TY-B GR-4 SAC-B) | ASPH (AC-5),Seal coat grade 4,316,65,3,,,200807,20081010,,,69377.55,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,D-GR HMA(METH) TY-C SAC-B PG64-28,Dense-graded TY-C,340,75,1,3,,200807,20081010,,,734387.95,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded HMA,341,120,2,1,,200807,20081010,2000,LS,1,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,"FLEXIBLE PAVEMENT STRUCTURE REPAIR(4')",Flexible base,351,80,6,4,,200807,20081010,,,5593,2004,
20160727,SM,4,56,US0087,54,0.381,54,2.179,ML NS,004003054,REHAB EXISTING RDWY,,OV,,"PLANE ASPH CONC PAV (3')",Milling,354,85,4,3,,200807,20081010,,,68722.6,2004,
20160727,SM,4,56,US0087,44,1.492,52,0.492,ML NS,004003056,REHABILITATION (SBL),,RER,,ASPH (CRS-2) | AGGR(TY-B GR-4 SAC-B),Seal coat grade 4,316,56,2,,,201004,20110707,,,79816.714,2004,
20160727,SM,4,56,US0087,44,1.492,52,0.492,ML NS,004003056,REHABILITATION (SBL),,RER,,D-GR HMA(QCQA) TY-C SAC-B PG64-28 | PRODUCTION BONUS/PENALTY | PLACEMENT BONUS/PENALTY,Dense-graded TY-C,341,66,1,3,,201004,20110707,,,971563.14,2004,
20160727,SM,4,56,US0087,44,1.492,52,0.492,ML NS,004003056,REHABILITATION (SBL),,RER,,"PLANE ASPH CONC PAV(0' TO 1') | PLANE ASPH CONC PAV (3')",Milling,354,70,3,3,,201004,20110707,223344,SY,0.735,2004,
20160727,SM,4,56,US0087,52,1.042,54,0.381,ML NS,004003057,OVERLAY,,OV,,"REMOVING STAB BASE & ASPH PAV (0-6')",Milling,105,400,3,6,,201102,20120606,,,28789.75,2004,PM
